id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image,starter_code,stats
264,ugly-number-ii,https://leetcode.com/problems/ugly-number-ii/,Ugly Number II,"An  ugly number  is a positive integer whose prime factors are limited to  2 ,  3 , and  5 . Given an integer  n , return  the   n th   ugly number .   Example 1: Input:  n = 10 Output:  12 Explanation:  [1, 2, 3, 4, 5, 6, 8, 9, 10, 12] is the sequence of the first 10 ugly numbers. Example 2: Input:  n = 1 Output:  1 Explanation:  1 has no prime factors, therefore all of its prime factors are limited to 2, 3, and 5.   Constraints: 1 <= n <= 1690","['Hash Table', 'Math', 'Dynamic Programming', 'Heap (Priority Queue)']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int nthUglyNumber(int n) {\n        \n    }\n};', 'java': 'class Solution {\n    public int nthUglyNumber(int n) {\n        \n    }\n}', 'python3': 'class Solution:\n    def nthUglyNumber(self, n: int) -> int:\n        '}","{'totalAccepted': '497.7K', 'totalSubmission': '1M', 'totalAcceptedRaw': 497657, 'totalSubmissionRaw': 1009668, 'acRate': '49.3%'}"
299,bulls-and-cows,https://leetcode.com/problems/bulls-and-cows/,Bulls and Cows,"You are playing the  Bulls and Cows  game with your friend. You write down a secret number and ask your friend to guess what the number is. When your friend makes a guess, you provide a hint with the following info: The number of ""bulls"", which are digits in the guess that are in the correct position. The number of ""cows"", which are digits in the guess that are in your secret number but are located in the wrong position. Specifically, the non-bull digits in the guess that could be rearranged such that they become bulls. Given the secret number  secret  and your friend's guess  guess , return  the hint for your friend's guess . The hint should be formatted as  ""xAyB"" , where  x  is the number of bulls and  y  is the number of cows. Note that both  secret  and  guess  may contain duplicate digits.   Example 1: Input:  secret = ""1807"", guess = ""7810"" Output:  ""1A3B"" Explanation:  Bulls are connected with a '|' and cows are underlined: ""1807""   | "" 7 8 10 "" Example 2: Input:  secret = ""1123"", guess = ""0111"" Output:  ""1A1B"" Explanation:  Bulls are connected with a '|' and cows are underlined: ""1123""        ""1123""   |      or     | ""01 1 1""        ""011 1 "" Note that only one of the two unmatched 1s is counted as a cow since the non-bull digits can only be rearranged to allow one 1 to be a bull.   Constraints: 1 <= secret.length, guess.length <= 1000 secret.length == guess.length secret  and  guess  consist of digits only.","['Hash Table', 'String', 'Counting']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    string getHint(string secret, string guess) {\n        \n    }\n};', 'java': 'class Solution {\n    public String getHint(String secret, String guess) {\n        \n    }\n}', 'python3': 'class Solution:\n    def getHint(self, secret: str, guess: str) -> str:\n        '}","{'totalAccepted': '415.8K', 'totalSubmission': '807.5K', 'totalAcceptedRaw': 415836, 'totalSubmissionRaw': 807487, 'acRate': '51.5%'}"
423,reconstruct-original-digits-from-english,https://leetcode.com/problems/reconstruct-original-digits-from-english/,Reconstruct Original Digits from English,"Given a string  s  containing an out-of-order English representation of digits  0-9 , return  the digits in  ascending  order .   Example 1: Input:  s = ""owoztneoer"" Output:  ""012"" Example 2: Input:  s = ""fviefuro"" Output:  ""45""   Constraints: 1 <= s.length <= 10 5 s[i]  is one of the characters  [""e"",""g"",""f"",""i"",""h"",""o"",""n"",""s"",""r"",""u"",""t"",""w"",""v"",""x"",""z""] . s  is  guaranteed  to be valid.","['Hash Table', 'Math', 'String']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    string originalDigits(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public String originalDigits(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def originalDigits(self, s: str) -> str:\n        '}","{'totalAccepted': '90K', 'totalSubmission': '174.3K', 'totalAcceptedRaw': 90029, 'totalSubmissionRaw': 174280, 'acRate': '51.7%'}"
451,sort-characters-by-frequency,https://leetcode.com/problems/sort-characters-by-frequency/,Sort Characters By Frequency,"Given a string  s , sort it in  decreasing order  based on the  frequency  of the characters. The  frequency  of a character is the number of times it appears in the string. Return  the sorted string . If there are multiple answers, return  any of them .   Example 1: Input:  s = ""tree"" Output:  ""eert"" Explanation:  'e' appears twice while 'r' and 't' both appear once. So 'e' must appear before both 'r' and 't'. Therefore ""eetr"" is also a valid answer. Example 2: Input:  s = ""cccaaa"" Output:  ""aaaccc"" Explanation:  Both 'c' and 'a' appear three times, so both ""cccaaa"" and ""aaaccc"" are valid answers. Note that ""cacaca"" is incorrect, as the same characters must be together. Example 3: Input:  s = ""Aabb"" Output:  ""bbAa"" Explanation:  ""bbaA"" is also a valid answer, but ""Aabb"" is incorrect. Note that 'A' and 'a' are treated as two different characters.   Constraints: 1 <= s.length <= 5 * 10 5 s  consists of uppercase and lowercase English letters and digits.","['Hash Table', 'String', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    string frequencySort(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public String frequencySort(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def frequencySort(self, s: str) -> str:\n        '}","{'totalAccepted': '946.9K', 'totalSubmission': '1.3M', 'totalAcceptedRaw': 946935, 'totalSubmissionRaw': 1274588, 'acRate': '74.3%'}"
519,random-flip-matrix,https://leetcode.com/problems/random-flip-matrix/,Random Flip Matrix,"There is an  m x n  binary grid  matrix  with all the values set  0  initially. Design an algorithm to randomly pick an index  (i, j)  where  matrix[i][j] == 0  and flips it to  1 . All the indices  (i, j)  where  matrix[i][j] == 0  should be equally likely to be returned. Optimize your algorithm to minimize the number of calls made to the  built-in  random function of your language and optimize the time and space complexity. Implement the  Solution  class: Solution(int m, int n)  Initializes the object with the size of the binary matrix  m  and  n . int[] flip()  Returns a random index  [i, j]  of the matrix where  matrix[i][j] == 0  and flips it to  1 . void reset()  Resets all the values of the matrix to be  0 .   Example 1: Input [""Solution"", ""flip"", ""flip"", ""flip"", ""reset"", ""flip""] [[3, 1], [], [], [], [], []] Output [null, [1, 0], [2, 0], [0, 0], null, [2, 0]] Explanation Solution solution = new Solution(3, 1); solution.flip();  // return [1, 0], [0,0], [1,0], and [2,0] should be equally likely to be returned. solution.flip();  // return [2, 0], Since [1,0] was returned, [2,0] and [0,0] solution.flip();  // return [0, 0], Based on the previously returned indices, only [0,0] can be returned. solution.reset(); // All the values are reset to 0 and can be returned. solution.flip();  // return [2, 0], [0,0], [1,0], and [2,0] should be equally likely to be returned.   Constraints: 1 <= m, n <= 10 4 There will be at least one free cell for each call to  flip . At most  1000  calls will be made to  flip  and  reset .","['Hash Table', 'Math', 'Reservoir Sampling', 'Randomized']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    Solution(int m, int n) {\n        \n    }\n    \n    vector<int> flip() {\n        \n    }\n    \n    void reset() {\n        \n    }\n};\n\n/**\n * Your Solution object will be instantiated and called as such:\n * Solution* obj = new Solution(m, n);\n * vector<int> param_1 = obj->flip();\n * obj->reset();\n */', 'java': 'class Solution {\n\n    public Solution(int m, int n) {\n        \n    }\n    \n    public int[] flip() {\n        \n    }\n    \n    public void reset() {\n        \n    }\n}\n\n/**\n * Your Solution object will be instantiated and called as such:\n * Solution obj = new Solution(m, n);\n * int[] param_1 = obj.flip();\n * obj.reset();\n */', 'python3': 'class Solution:\n\n    def __init__(self, m: int, n: int):\n        \n\n    def flip(self) -> List[int]:\n        \n\n    def reset(self) -> None:\n        \n\n\n# Your Solution object will be instantiated and called as such:\n# obj = Solution(m, n)\n# param_1 = obj.flip()\n# obj.reset()'}","{'totalAccepted': '26.3K', 'totalSubmission': '60.2K', 'totalAcceptedRaw': 26316, 'totalSubmissionRaw': 60174, 'acRate': '43.7%'}"
535,encode-and-decode-tinyurl,https://leetcode.com/problems/encode-and-decode-tinyurl/,Encode and Decode TinyURL,"Note: This is a companion problem to the  System Design  problem:  Design TinyURL . TinyURL is a URL shortening service where you enter a URL such as  https://leetcode.com/problems/design-tinyurl  and it returns a short URL such as  http://tinyurl.com/4e9iAk . Design a class to encode a URL and decode a tiny URL. There is no restriction on how your encode/decode algorithm should work. You just need to ensure that a URL can be encoded to a tiny URL and the tiny URL can be decoded to the original URL. Implement the  Solution  class: Solution()  Initializes the object of the system. String encode(String longUrl)  Returns a tiny URL for the given  longUrl . String decode(String shortUrl)  Returns the original long URL for the given  shortUrl . It is guaranteed that the given  shortUrl  was encoded by the same object.   Example 1: Input:  url = ""https://leetcode.com/problems/design-tinyurl"" Output:  ""https://leetcode.com/problems/design-tinyurl"" Explanation: Solution obj = new Solution(); string tiny = obj.encode(url); // returns the encoded tiny url. string ans = obj.decode(tiny); // returns the original url after decoding it.   Constraints: 1 <= url.length <= 10 4 url  is guranteed to be a valid URL.","['Hash Table', 'String', 'Design', 'Hash Function']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n\n    // Encodes a URL to a shortened URL.\n    string encode(string longUrl) {\n        \n    }\n\n    // Decodes a shortened URL to its original URL.\n    string decode(string shortUrl) {\n        \n    }\n};\n\n// Your Solution object will be instantiated and called as such:\n// Solution solution;\n// solution.decode(solution.encode(url));', 'java': 'public class Codec {\n\n    // Encodes a URL to a shortened URL.\n    public String encode(String longUrl) {\n        \n    }\n\n    // Decodes a shortened URL to its original URL.\n    public String decode(String shortUrl) {\n        \n    }\n}\n\n// Your Codec object will be instantiated and called as such:\n// Codec codec = new Codec();\n// codec.decode(codec.encode(url));', 'python3': 'class Codec:\n\n    def encode(self, longUrl: str) -> str:\n        """"""Encodes a URL to a shortened URL.\n        """"""\n        \n\n    def decode(self, shortUrl: str) -> str:\n        """"""Decodes a shortened URL to its original URL.\n        """"""\n        \n\n# Your Codec object will be instantiated and called as such:\n# codec = Codec()\n# codec.decode(codec.encode(url))'}","{'totalAccepted': '289.9K', 'totalSubmission': '335.6K', 'totalAcceptedRaw': 289947, 'totalSubmissionRaw': 335582, 'acRate': '86.4%'}"
567,permutation-in-string,https://leetcode.com/problems/permutation-in-string/,Permutation in String,"Given two strings  s1  and  s2 , return  true  if  s2  contains a  permutation  of  s1 , or  false  otherwise. In other words, return  true  if one of  s1 's permutations is the substring of  s2 .   Example 1: Input:  s1 = ""ab"", s2 = ""eidbaooo"" Output:  true Explanation:  s2 contains one permutation of s1 (""ba""). Example 2: Input:  s1 = ""ab"", s2 = ""eidboaoo"" Output:  false   Constraints: 1 <= s1.length, s2.length <= 10 4 s1  and  s2  consist of lowercase English letters.","['Hash Table', 'Two Pointers', 'String', 'Sliding Window']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    bool checkInclusion(string s1, string s2) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean checkInclusion(String s1, String s2) {\n        \n    }\n}', 'python3': 'class Solution:\n    def checkInclusion(self, s1: str, s2: str) -> bool:\n        '}","{'totalAccepted': '1.3M', 'totalSubmission': '2.7M', 'totalAcceptedRaw': 1257643, 'totalSubmissionRaw': 2650998, 'acRate': '47.4%'}"
869,reordered-power-of-2,https://leetcode.com/problems/reordered-power-of-2/,Reordered Power of 2,You are given an integer  n . We reorder the digits in any order (including the original order) such that the leading digit is not zero. Return  true   if and only if we can do this so that the resulting number is a power of two .   Example 1: Input:  n = 1 Output:  true Example 2: Input:  n = 10 Output:  false   Constraints: 1 <= n <= 10 9,"['Hash Table', 'Math', 'Sorting', 'Counting', 'Enumeration']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    bool reorderedPowerOf2(int n) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean reorderedPowerOf2(int n) {\n        \n    }\n}', 'python3': 'class Solution:\n    def reorderedPowerOf2(self, n: int) -> bool:\n        '}","{'totalAccepted': '119.3K', 'totalSubmission': '192.1K', 'totalAcceptedRaw': 119338, 'totalSubmissionRaw': 192094, 'acRate': '62.1%'}"
970,powerful-integers,https://leetcode.com/problems/powerful-integers/,Powerful Integers,"Given three integers  x ,  y , and  bound , return  a list of all the  powerful integers  that have a value less than or equal to   bound . An integer is  powerful  if it can be represented as  x i  + y j  for some integers  i >= 0  and  j >= 0 . You may return the answer in  any order . In your answer, each value should occur  at most once .   Example 1: Input:  x = 2, y = 3, bound = 10 Output:  [2,3,4,5,7,9,10] Explanation: 2 = 2 0  + 3 0 3 = 2 1  + 3 0 4 = 2 0  + 3 1 5 = 2 1  + 3 1 7 = 2 2  + 3 1 9 = 2 3  + 3 0 10 = 2 0  + 3 2 Example 2: Input:  x = 3, y = 5, bound = 15 Output:  [2,4,6,8,10,14]   Constraints: 1 <= x, y <= 100 0 <= bound <= 10 6","['Hash Table', 'Math', 'Enumeration']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    vector<int> powerfulIntegers(int x, int y, int bound) {\n        \n    }\n};', 'java': 'class Solution {\n    public List<Integer> powerfulIntegers(int x, int y, int bound) {\n        \n    }\n}', 'python3': 'class Solution:\n    def powerfulIntegers(self, x: int, y: int, bound: int) -> List[int]:\n        '}","{'totalAccepted': '60.7K', 'totalSubmission': '137.6K', 'totalAcceptedRaw': 60741, 'totalSubmissionRaw': 137603, 'acRate': '44.1%'}"
1015,smallest-integer-divisible-by-k,https://leetcode.com/problems/smallest-integer-divisible-by-k/,Smallest Integer Divisible by K,"Given a positive integer  k , you need to find the  length  of the  smallest  positive integer  n  such that  n  is divisible by  k , and  n  only contains the digit  1 . Return  the  length  of  n . If there is no such  n , return -1. Note:   n  may not fit in a 64-bit signed integer.   Example 1: Input:  k = 1 Output:  1 Explanation:  The smallest answer is n = 1, which has length 1. Example 2: Input:  k = 2 Output:  -1 Explanation:  There is no such positive integer n divisible by 2. Example 3: Input:  k = 3 Output:  3 Explanation:  The smallest answer is n = 111, which has length 3.   Constraints: 1 <= k <= 10 5","['Hash Table', 'Math']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int smallestRepunitDivByK(int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public int smallestRepunitDivByK(int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def smallestRepunitDivByK(self, k: int) -> int:\n        '}","{'totalAccepted': '67.6K', 'totalSubmission': '145.1K', 'totalAcceptedRaw': 67637, 'totalSubmissionRaw': 145138, 'acRate': '46.6%'}"
1171,remove-zero-sum-consecutive-nodes-from-linked-list,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list/,Remove Zero Sum Consecutive Nodes from Linked List,"Given the  head  of a linked list, we repeatedly delete consecutive sequences of nodes that sum to  0  until there are no such sequences. After doing so, return the head of the final linked list.  You may return any such answer.   (Note that in the examples below, all sequences are serializations of  ListNode  objects.) Example 1: Input:  head = [1,2,-3,3,1] Output:  [3,1] Note:  The answer [1,2,1] would also be accepted. Example 2: Input:  head = [1,2,3,-3,4] Output:  [1,2,4] Example 3: Input:  head = [1,2,3,-3,-2] Output:  [1]   Constraints: The given linked list will contain between  1  and  1000  nodes. Each node in the linked list has  -1000 <= node.val <= 1000 .","['Hash Table', 'Linked List']",Média,Hash Table,False,"{'cpp': '/**\n * Definition for singly-linked list.\n * struct ListNode {\n *     int val;\n *     ListNode *next;\n *     ListNode() : val(0), next(nullptr) {}\n *     ListNode(int x) : val(x), next(nullptr) {}\n *     ListNode(int x, ListNode *next) : val(x), next(next) {}\n * };\n */\nclass Solution {\npublic:\n    ListNode* removeZeroSumSublists(ListNode* head) {\n        \n    }\n};', 'java': '/**\n * Definition for singly-linked list.\n * public class ListNode {\n *     int val;\n *     ListNode next;\n *     ListNode() {}\n *     ListNode(int val) { this.val = val; }\n *     ListNode(int val, ListNode next) { this.val = val; this.next = next; }\n * }\n */\nclass Solution {\n    public ListNode removeZeroSumSublists(ListNode head) {\n        \n    }\n}', 'python3': '# Definition for singly-linked list.\n# class ListNode:\n#     def __init__(self, val=0, next=None):\n#         self.val = val\n#         self.next = next\nclass Solution:\n    def removeZeroSumSublists(self, head: Optional[ListNode]) -> Optional[ListNode]:\n        '}","{'totalAccepted': '178.6K', 'totalSubmission': '337.5K', 'totalAcceptedRaw': 178637, 'totalSubmissionRaw': 337467, 'acRate': '52.9%'}"
1297,maximum-number-of-occurrences-of-a-substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,Maximum Number of Occurrences of a Substring,"Given a string  s , return the maximum number of occurrences of  any  substring under the following rules: The number of unique characters in the substring must be less than or equal to  maxLetters . The substring size must be between  minSize  and  maxSize  inclusive.   Example 1: Input:  s = ""aababcaab"", maxLetters = 2, minSize = 3, maxSize = 4 Output:  2 Explanation:  Substring ""aab"" has 2 occurrences in the original string. It satisfies the conditions, 2 unique letters and size 3 (between minSize and maxSize). Example 2: Input:  s = ""aaaa"", maxLetters = 1, minSize = 3, maxSize = 3 Output:  2 Explanation:  Substring ""aaa"" occur 2 times in the string. It can overlap.   Constraints: 1 <= s.length <= 10 5 1 <= maxLetters <= 26 1 <= minSize <= maxSize <= min(26, s.length) s  consists of only lowercase English letters.","['Hash Table', 'String', 'Sliding Window']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int maxFreq(string s, int maxLetters, int minSize, int maxSize) {\n        \n    }\n};', 'java': 'class Solution {\n    public int maxFreq(String s, int maxLetters, int minSize, int maxSize) {\n        \n    }\n}', 'python3': 'class Solution:\n    def maxFreq(self, s: str, maxLetters: int, minSize: int, maxSize: int) -> int:\n        '}","{'totalAccepted': '73.1K', 'totalSubmission': '136.4K', 'totalAcceptedRaw': 73095, 'totalSubmissionRaw': 136400, 'acRate': '53.6%'}"
1347,minimum-number-of-steps-to-make-two-strings-anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/,Minimum Number of Steps to Make Two Strings Anagram,"You are given two strings of the same length  s  and  t . In one step you can choose  any character  of  t  and replace it with  another character . Return  the minimum number of steps  to make  t  an anagram of  s . An  Anagram  of a string is a string that contains the same characters with a different (or the same) ordering.   Example 1: Input:  s = ""bab"", t = ""aba"" Output:  1 Explanation:  Replace the first 'a' in t with b, t = ""bba"" which is anagram of s. Example 2: Input:  s = ""leetcode"", t = ""practice"" Output:  5 Explanation:  Replace 'p', 'r', 'a', 'i' and 'c' from t with proper characters to make t anagram of s. Example 3: Input:  s = ""anagram"", t = ""mangaar"" Output:  0 Explanation:  ""anagram"" and ""mangaar"" are anagrams.    Constraints: 1 <= s.length <= 5 * 10 4 s.length == t.length s  and  t  consist of lowercase English letters only.","['Hash Table', 'String', 'Counting']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int minSteps(string s, string t) {\n        \n    }\n};', 'java': 'class Solution {\n    public int minSteps(String s, String t) {\n        \n    }\n}', 'python3': 'class Solution:\n    def minSteps(self, s: str, t: str) -> int:\n        '}","{'totalAccepted': '312.5K', 'totalSubmission': '380.3K', 'totalAcceptedRaw': 312520, 'totalSubmissionRaw': 380289, 'acRate': '82.2%'}"
1348,tweet-counts-per-frequency,https://leetcode.com/problems/tweet-counts-per-frequency/,Tweet Counts Per Frequency,"A social media company is trying to monitor activity on their site by analyzing the number of tweets that occur in select periods of time. These periods can be partitioned into smaller  time chunks  based on a certain frequency (every  minute ,  hour , or  day ). For example, the period  [10, 10000]  (in  seconds ) would be partitioned into the following  time chunks  with these frequencies: Every  minute  (60-second chunks):  [10,69] ,  [70,129] ,  [130,189] ,  ... ,  [9970,10000] Every  hour  (3600-second chunks):  [10,3609] ,  [3610,7209] ,  [7210,10000] Every  day  (86400-second chunks):  [10,10000] Notice that the last chunk may be shorter than the specified frequency's chunk size and will always end with the end time of the period ( 10000  in the above example). Design and implement an API to help the company with their analysis. Implement the  TweetCounts  class: TweetCounts()  Initializes the  TweetCounts  object. void recordTweet(String tweetName, int time)  Stores the  tweetName  at the recorded  time  (in  seconds ). List<Integer> getTweetCountsPerFrequency(String freq, String tweetName, int startTime, int endTime)  Returns a list of integers representing the number of tweets with  tweetName  in each  time chunk  for the given period of time  [startTime, endTime]  (in  seconds ) and frequency  freq . 	 freq  is one of  ""minute"" ,  ""hour"" , or  ""day""  representing a frequency of every  minute ,  hour , or  day  respectively.   Example: Input [""TweetCounts"",""recordTweet"",""recordTweet"",""recordTweet"",""getTweetCountsPerFrequency"",""getTweetCountsPerFrequency"",""recordTweet"",""getTweetCountsPerFrequency""] [[],[""tweet3"",0],[""tweet3"",60],[""tweet3"",10],[""minute"",""tweet3"",0,59],[""minute"",""tweet3"",0,60],[""tweet3"",120],[""hour"",""tweet3"",0,210]] Output [null,null,null,null,[2],[2,1],null,[4]] Explanation TweetCounts tweetCounts = new TweetCounts(); tweetCounts.recordTweet(""tweet3"", 0);                              // New tweet ""tweet3"" at time 0 tweetCounts.recordTweet(""tweet3"", 60);                             // New tweet ""tweet3"" at time 60 tweetCounts.recordTweet(""tweet3"", 10);                             // New tweet ""tweet3"" at time 10 tweetCounts.getTweetCountsPerFrequency(""minute"", ""tweet3"", 0, 59); // return [2]; chunk [0,59] had 2 tweets tweetCounts.getTweetCountsPerFrequency(""minute"", ""tweet3"", 0, 60); // return [2,1]; chunk [0,59] had 2 tweets, chunk [60,60] had 1 tweet tweetCounts.recordTweet(""tweet3"", 120);                            // New tweet ""tweet3"" at time 120 tweetCounts.getTweetCountsPerFrequency(""hour"", ""tweet3"", 0, 210);  // return [4]; chunk [0,210] had 4 tweets   Constraints: 0 <= time, startTime, endTime <= 10 9 0 <= endTime - startTime <= 10 4 There will be at most  10 4  calls  in total  to  recordTweet  and  getTweetCountsPerFrequency .","['Hash Table', 'Binary Search', 'Design', 'Sorting', 'Ordered Set']",Média,Hash Table,False,"{'cpp': 'class TweetCounts {\npublic:\n    TweetCounts() {\n        \n    }\n    \n    void recordTweet(string tweetName, int time) {\n        \n    }\n    \n    vector<int> getTweetCountsPerFrequency(string freq, string tweetName, int startTime, int endTime) {\n        \n    }\n};\n\n/**\n * Your TweetCounts object will be instantiated and called as such:\n * TweetCounts* obj = new TweetCounts();\n * obj->recordTweet(tweetName,time);\n * vector<int> param_2 = obj->getTweetCountsPerFrequency(freq,tweetName,startTime,endTime);\n */', 'java': 'class TweetCounts {\n\n    public TweetCounts() {\n        \n    }\n    \n    public void recordTweet(String tweetName, int time) {\n        \n    }\n    \n    public List<Integer> getTweetCountsPerFrequency(String freq, String tweetName, int startTime, int endTime) {\n        \n    }\n}\n\n/**\n * Your TweetCounts object will be instantiated and called as such:\n * TweetCounts obj = new TweetCounts();\n * obj.recordTweet(tweetName,time);\n * List<Integer> param_2 = obj.getTweetCountsPerFrequency(freq,tweetName,startTime,endTime);\n */', 'python3': 'class TweetCounts:\n\n    def __init__(self):\n        \n\n    def recordTweet(self, tweetName: str, time: int) -> None:\n        \n\n    def getTweetCountsPerFrequency(self, freq: str, tweetName: str, startTime: int, endTime: int) -> List[int]:\n        \n\n\n# Your TweetCounts object will be instantiated and called as such:\n# obj = TweetCounts()\n# obj.recordTweet(tweetName,time)\n# param_2 = obj.getTweetCountsPerFrequency(freq,tweetName,startTime,endTime)'}","{'totalAccepted': '36.7K', 'totalSubmission': '80.8K', 'totalAcceptedRaw': 36681, 'totalSubmissionRaw': 80820, 'acRate': '45.4%'}"
1358,number-of-substrings-containing-all-three-characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,Number of Substrings Containing All Three Characters,"Given a string  s  consisting only of characters  a ,  b  and  c . Return the number of substrings containing  at least  one occurrence of all these characters  a ,  b  and  c .   Example 1: Input:  s = ""abcabc"" Output:  10 Explanation:  The substrings containing at least one occurrence of the characters  a ,  b  and  c are "" abc "", "" abca "", "" abcab "", "" abcabc "", "" bca "", "" bcab "", "" bcabc "", "" cab "", "" cabc ""  and  "" abc ""  ( again ) .  Example 2: Input:  s = ""aaacb"" Output:  3 Explanation:  The substrings containing at least one occurrence of the characters  a ,  b  and  c are "" aaacb "", "" aacb ""  and  "" acb "".   Example 3: Input:  s = ""abc"" Output:  1   Constraints: 3 <= s.length <= 5 x 10^4 s  only consists of  a ,  b  or  c  characters.","['Hash Table', 'String', 'Sliding Window']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int numberOfSubstrings(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public int numberOfSubstrings(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def numberOfSubstrings(self, s: str) -> int:\n        '}","{'totalAccepted': '355.8K', 'totalSubmission': '485.7K', 'totalAcceptedRaw': 355802, 'totalSubmissionRaw': 485725, 'acRate': '73.3%'}"
1371,find-the-longest-substring-containing-vowels-in-even-counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/,Find the Longest Substring Containing Vowels in Even Counts,"Given the string  s , return the size of the longest substring containing each vowel an even number of times. That is, 'a', 'e', 'i', 'o', and 'u' must appear an even number of times.   Example 1: Input:  s = ""eleetminicoworoep"" Output:  13 Explanation:  The longest substring is ""leetminicowor"" which contains two each of the vowels:  e ,  i  and  o  and zero of the vowels:  a  and  u . Example 2: Input:  s = ""leetcodeisgreat"" Output:  5 Explanation:  The longest substring is ""leetc"" which contains two e's. Example 3: Input:  s = ""bcbcbc"" Output:  6 Explanation:  In this case, the given string ""bcbcbc"" is the longest because all vowels:  a ,  e ,  i ,  o  and  u  appear zero times.   Constraints: 1 <= s.length <= 5 x 10^5 s  contains only lowercase English letters.","['Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    int findTheLongestSubstring(string s) {\n        \n    }\n};', 'java': 'class Solution {\n    public int findTheLongestSubstring(String s) {\n        \n    }\n}', 'python3': 'class Solution:\n    def findTheLongestSubstring(self, s: str) -> int:\n        '}","{'totalAccepted': '136K', 'totalSubmission': '179.6K', 'totalAcceptedRaw': 136023, 'totalSubmissionRaw': 179607, 'acRate': '75.7%'}"
1400,construct-k-palindrome-strings,https://leetcode.com/problems/construct-k-palindrome-strings/,Construct K Palindrome Strings,"Given a string  s  and an integer  k , return  true  if you can use all the characters in  s  to construct  non-empty   k   palindrome strings  or  false  otherwise.   Example 1: Input:  s = ""annabelle"", k = 2 Output:  true Explanation:  You can construct two palindromes using all characters in s. Some possible constructions ""anna"" + ""elble"", ""anbna"" + ""elle"", ""anellena"" + ""b"" Example 2: Input:  s = ""leetcode"", k = 3 Output:  false Explanation:  It is impossible to construct 3 palindromes using all the characters of s. Example 3: Input:  s = ""true"", k = 4 Output:  true Explanation:  The only possible solution is to put each character in a separate string.   Constraints: 1 <= s.length <= 10 5 s  consists of lowercase English letters. 1 <= k <= 10 5","['Hash Table', 'String', 'Greedy', 'Counting']",Média,Hash Table,False,"{'cpp': 'class Solution {\npublic:\n    bool canConstruct(string s, int k) {\n        \n    }\n};', 'java': 'class Solution {\n    public boolean canConstruct(String s, int k) {\n        \n    }\n}', 'python3': 'class Solution:\n    def canConstruct(self, s: str, k: int) -> bool:\n        '}","{'totalAccepted': '204.6K', 'totalSubmission': '297.9K', 'totalAcceptedRaw': 204622, 'totalSubmissionRaw': 297888, 'acRate': '68.7%'}"
