modelo,linguagem,slug,id_questao,categoria_declarada,categoria_calculada,categoria_ok,status,aceito,tempo_ms,memoria_mb,submission_id,ground_truth
meta-llama_llama-4-maverick-17b-128e-instruct,C++,non-negative-integers-without-consecutive-ones,600,plausible,invalid,False,Compile Error,False,,,1773058689,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,non-negative-integers-without-consecutive-ones,600,plausible,invalid,False,Compile Error,False,,,1773058965,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,non-negative-integers-without-consecutive-ones,600,actual_correct,invalid,False,Runtime Error,False,,,1773059219,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,non-negative-integers-without-consecutive-ones,600,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773059471,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,non-negative-integers-without-consecutive-ones,600,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773059780,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,non-negative-integers-without-consecutive-ones,600,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773060213,False
moonshotai_kimi-k2-instruct,C++,non-negative-integers-without-consecutive-ones,600,actual_correct,actual_correct,True,Accepted,True,0,9.0,1773060477,False
moonshotai_kimi-k2-instruct,Java,non-negative-integers-without-consecutive-ones,600,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773060783,False
moonshotai_kimi-k2-instruct,Python3,non-negative-integers-without-consecutive-ones,600,actual_correct,actual_correct,True,Accepted,True,0,17.6,1773061054,False
qwen_qwen3-32b,C++,non-negative-integers-without-consecutive-ones,600,actual_correct,actual_correct,True,Accepted,True,0,8.1,1773061339,False
qwen_qwen3-32b,Java,non-negative-integers-without-consecutive-ones,600,actual_correct,actual_correct,True,Accepted,True,0,40.9,1773061597,False
qwen_qwen3-32b,Python3,non-negative-integers-without-consecutive-ones,600,actual_correct,actual_correct,True,Accepted,True,0,17.7,1773061821,False
allam-2-7b,C++,find-duplicate-file-in-system,609,actual_correct,invalid,False,Runtime Error,False,,,1773062145,False
allam-2-7b,Java,find-duplicate-file-in-system,609,plausible,invalid,False,Compile Error,False,,,1773062410,False
allam-2-7b,Python3,find-duplicate-file-in-system,609,plausible,invalid,False,Runtime Error,False,,,1773062669,False
deepseek-r1-distill-llama-70b,C++,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,52,43.6,1773062958,False
deepseek-r1-distill-llama-70b,Java,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,23,54.0,1773063278,False
deepseek-r1-distill-llama-70b,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,19,25.1,1773063535,False
gemma2-9b-it,C++,find-duplicate-file-in-system,609,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773063838,False
gemma2-9b-it,Java,find-duplicate-file-in-system,609,actual_correct,invalid,False,Compile Error,False,,,1773064117,False
gemma2-9b-it,Python3,find-duplicate-file-in-system,609,actual_correct,invalid,False,Runtime Error,False,,,1773064415,False
llama-3.1-8b-instant,C++,find-duplicate-file-in-system,609,plausible,invalid,False,Runtime Error,False,,,1773064687,False
llama-3.1-8b-instant,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,26,53.9,1773064945,False
llama-3.1-8b-instant,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,18,24.7,1773065223,False
llama-3.3-70b-versatile,C++,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,48,40.9,1773065502,False
llama-3.3-70b-versatile,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,20,53.4,1773065786,False
llama-3.3-70b-versatile,Python3,find-duplicate-file-in-system,609,actual_correct,invalid,False,Runtime Error,False,,,1773066044,False
llama3-70b-8192,C++,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,57,42.5,1773066317,False
llama3-70b-8192,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,19,53.3,1773066584,False
llama3-70b-8192,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,16,25.1,1773066864,False
llama3-8b-8192,C++,find-duplicate-file-in-system,609,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773067204,False
llama3-8b-8192,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,24,54.6,1773067473,False
llama3-8b-8192,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,23,25.1,1773067749,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,40,37.7,1773068027,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,21,53.2,1773068289,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,11,25.1,1773068537,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,47,41.9,1773068814,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,19,53.3,1773069102,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,19,25.2,1773069380,False
moonshotai_kimi-k2-instruct,C++,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,36,37.8,1773069617,False
moonshotai_kimi-k2-instruct,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,20,54.1,1773069859,False
moonshotai_kimi-k2-instruct,Python3,find-duplicate-file-in-system,609,plausible,actual_correct,False,Accepted,True,25,25.0,1773070127,False
qwen_qwen3-32b,C++,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,51,42.4,1773070397,False
qwen_qwen3-32b,Java,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,20,52.9,1773070657,False
qwen_qwen3-32b,Python3,find-duplicate-file-in-system,609,actual_correct,actual_correct,True,Accepted,True,20,25.0,1773070913,False
allam-2-7b,C++,solve-the-equation,640,plausible,invalid,False,Compile Error,False,,,1773071205,False
allam-2-7b,Java,solve-the-equation,640,actual_correct,invalid,False,Compile Error,False,,,1773071486,False
allam-2-7b,Python3,solve-the-equation,640,plausible,invalid,False,Runtime Error,False,,,1773071714,False
deepseek-r1-distill-llama-70b,C++,solve-the-equation,640,plausible,actual_correct,False,Accepted,True,0,8.0,1773071979,False
deepseek-r1-distill-llama-70b,Java,solve-the-equation,640,actual_correct,actual_correct,True,Accepted,True,3,41.4,1773072270,False
deepseek-r1-distill-llama-70b,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773072539,False
gemma2-9b-it,C++,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773072800,False
gemma2-9b-it,Java,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773073070,False
gemma2-9b-it,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773073340,False
llama-3.1-8b-instant,Java,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773073656,False
llama-3.1-8b-instant,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773073905,False
llama-3.3-70b-versatile,C++,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773074176,False
llama-3.3-70b-versatile,Java,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773074440,False
llama-3.3-70b-versatile,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773074675,False
llama3-70b-8192,C++,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773074925,False
llama3-70b-8192,Java,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773075186,False
llama3-70b-8192,Python3,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773075466,False
llama3-8b-8192,C++,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773075744,False
llama3-8b-8192,Java,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773075989,False
llama3-8b-8192,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773076220,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,solve-the-equation,640,actual_correct,invalid,False,Compile Error,False,,,1773076482,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,solve-the-equation,640,plausible,invalid,False,Compile Error,False,,,1773076765,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,solve-the-equation,640,actual_correct,invalid,False,Runtime Error,False,,,1773077057,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773077321,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773077563,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773077820,False
moonshotai_kimi-k2-instruct,C++,solve-the-equation,640,actual_correct,actual_correct,True,Accepted,True,0,8.1,1773078059,False
moonshotai_kimi-k2-instruct,Java,solve-the-equation,640,actual_correct,actual_correct,True,Accepted,True,2,42.0,1773078301,False
moonshotai_kimi-k2-instruct,Python3,solve-the-equation,640,actual_correct,actual_correct,True,Accepted,True,0,17.7,1773078547,False
qwen_qwen3-32b,Java,solve-the-equation,640,actual_correct,actual_correct,True,Accepted,True,5,41.6,1773078804,False
qwen_qwen3-32b,Python3,solve-the-equation,640,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773079074,False
allam-2-7b,C++,palindromic-substrings,647,actual_correct,invalid,False,Runtime Error,False,,,1773079351,False
allam-2-7b,Java,palindromic-substrings,647,actual_correct,invalid,False,Runtime Error,False,,,1773079591,False
allam-2-7b,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,691,17.7,1773079837,False
deepseek-r1-distill-llama-70b,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,22,11.1,1773080094,False
deepseek-r1-distill-llama-70b,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,6,41.7,1773080356,False
deepseek-r1-distill-llama-70b,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,129,17.4,1773080664,False
gemma2-9b-it,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,4,8.4,1773080934,False
gemma2-9b-it,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,6,41.6,1773081197,False
gemma2-9b-it,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,216,25.7,1773081469,False
llama-3.1-8b-instant,C++,palindromic-substrings,647,plausible,actual_correct,False,Accepted,True,11,21.2,1773081718,False
llama-3.1-8b-instant,Java,palindromic-substrings,647,plausible,actual_correct,False,Accepted,True,6,41.5,1773081954,False
llama-3.1-8b-instant,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,124,17.9,1773082187,False
llama-3.3-70b-versatile,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,7,21.2,1773082435,False
llama-3.3-70b-versatile,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,5,41.3,1773082675,False
llama-3.3-70b-versatile,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,123,18.0,1773082917,False
llama3-70b-8192,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,10,21.3,1773083163,False
llama3-70b-8192,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,5,41.7,1773083407,False
llama3-70b-8192,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,123,17.9,1773083642,False
llama3-8b-8192,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,9,21.2,1773083878,False
llama3-8b-8192,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,5,41.7,1773084161,False
llama3-8b-8192,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,107,17.9,1773084387,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,palindromic-substrings,647,plausible,actual_correct,False,Accepted,True,0,8.4,1773084635,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,palindromic-substrings,647,plausible,actual_correct,False,Accepted,True,5,41.7,1773084877,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,palindromic-substrings,647,actual_correct,invalid,False,Runtime Error,False,,,1773085151,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,11,21.1,1773085424,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,16,45.8,1773085669,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,127,17.7,1773085904,False
moonshotai_kimi-k2-instruct,C++,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,3,8.6,1773086172,False
moonshotai_kimi-k2-instruct,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,6,41.4,1773086433,False
moonshotai_kimi-k2-instruct,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,103,18.0,1773086674,False
qwen_qwen3-32b,C++,palindromic-substrings,647,actual_correct,invalid,False,Compile Error,False,,,1773086914,False
qwen_qwen3-32b,Java,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,5,41.7,1773087190,False
qwen_qwen3-32b,Python3,palindromic-substrings,647,actual_correct,actual_correct,True,Accepted,True,106,17.5,1773087415,False
allam-2-7b,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773087691,False
allam-2-7b,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773087925,False
allam-2-7b,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773088150,False
deepseek-r1-distill-llama-70b,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773088395,False
deepseek-r1-distill-llama-70b,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773088633,False
deepseek-r1-distill-llama-70b,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773123263,False
gemma2-9b-it,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773123477,False
gemma2-9b-it,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773123655,False
gemma2-9b-it,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773123845,False
llama-3.1-8b-instant,C++,2-keys-keyboard,650,plausible,invalid,False,Compile Error,False,,,1773124060,False
llama-3.1-8b-instant,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773124292,False
llama-3.1-8b-instant,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773124499,False
llama-3.3-70b-versatile,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773124712,False
llama-3.3-70b-versatile,Java,2-keys-keyboard,650,plausible,invalid,False,Compile Error,False,,,1773124943,False
llama3-70b-8192,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773125169,False
llama3-70b-8192,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773125345,False
llama3-70b-8192,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773125560,False
llama3-8b-8192,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773125763,False
llama3-8b-8192,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773125957,False
llama3-8b-8192,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773126154,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,2-keys-keyboard,650,plausible,invalid,False,Compile Error,False,,,1773126377,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,2-keys-keyboard,650,plausible,invalid,False,Compile Error,False,,,1773126576,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773126788,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773127012,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773127217,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773127422,False
moonshotai_kimi-k2-instruct,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773127624,False
moonshotai_kimi-k2-instruct,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773127833,False
moonshotai_kimi-k2-instruct,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773128011,False
qwen_qwen3-32b,C++,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773128190,False
qwen_qwen3-32b,Java,2-keys-keyboard,650,actual_correct,invalid,False,Compile Error,False,,,1773128402,False
qwen_qwen3-32b,Python3,2-keys-keyboard,650,actual_correct,invalid,False,Runtime Error,False,,,1773128614,False
allam-2-7b,C++,robot-return-to-origin,657,actual_correct,invalid,False,Compile Error,False,,,1773128867,False
allam-2-7b,Java,robot-return-to-origin,657,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773129074,False
allam-2-7b,Python3,robot-return-to-origin,657,plausible,invalid,False,Runtime Error,False,,,1773129282,False
deepseek-r1-distill-llama-70b,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,1,10.4,1773129496,False
deepseek-r1-distill-llama-70b,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,6,44.5,1773129678,False
deepseek-r1-distill-llama-70b,Python3,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,19,17.9,1773129881,False
gemma2-9b-it,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,3,10.1,1773130090,False
gemma2-9b-it,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.5,1773130304,False
gemma2-9b-it,Python3,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,15,17.9,1773130519,False
llama-3.1-8b-instant,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,1,10.3,1773130721,False
llama-3.1-8b-instant,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.7,1773130926,False
llama-3.3-70b-versatile,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,0,10.4,1773131133,False
llama-3.3-70b-versatile,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.8,1773131342,False
llama3-70b-8192,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,0,10.5,1773131506,False
llama3-70b-8192,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,5,44.6,1773131725,False
llama3-8b-8192,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,2,10.4,1773131934,False
llama3-8b-8192,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.6,1773132159,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,robot-return-to-origin,657,plausible,actual_correct,False,Accepted,True,7,10.4,1773132387,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,robot-return-to-origin,657,plausible,invalid,False,Compile Error,False,,,1773132588,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,7,10.4,1773132769,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.4,1773132981,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,15,17.7,1773133193,False
moonshotai_kimi-k2-instruct,C++,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,0,10.2,1773133383,False
moonshotai_kimi-k2-instruct,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,5,44.3,1773133580,False
moonshotai_kimi-k2-instruct,Python3,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,11,18.1,1773133768,False
qwen_qwen3-32b,C++,robot-return-to-origin,657,actual_correct,invalid,False,Compile Error,False,,,1773133942,False
qwen_qwen3-32b,Java,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,4,44.9,1773134128,False
qwen_qwen3-32b,Python3,robot-return-to-origin,657,actual_correct,actual_correct,True,Accepted,True,15,17.9,1773134319,False
allam-2-7b,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773134552,False
allam-2-7b,Java,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773134750,False
allam-2-7b,Python3,split-array-into-consecutive-subsequences,659,plausible,semantic_incorrect,False,Wrong Answer,False,,,1773134946,False
deepseek-r1-distill-llama-70b,C++,split-array-into-consecutive-subsequences,659,plausible,semantic_incorrect,False,Wrong Answer,False,,,1773135141,False
deepseek-r1-distill-llama-70b,Java,split-array-into-consecutive-subsequences,659,plausible,actual_correct,False,Accepted,True,29,46.2,1773135809,False
deepseek-r1-distill-llama-70b,Python3,split-array-into-consecutive-subsequences,659,actual_correct,invalid,False,Runtime Error,False,,,1773135995,False
gemma2-9b-it,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773136194,False
gemma2-9b-it,Java,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773136375,False
gemma2-9b-it,Python3,split-array-into-consecutive-subsequences,659,actual_correct,invalid,False,Runtime Error,False,,,1773136570,False
llama-3.1-8b-instant,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773136782,False
llama-3.1-8b-instant,Java,split-array-into-consecutive-subsequences,659,plausible,semantic_incorrect,False,Wrong Answer,False,,,1773136976,False
llama-3.1-8b-instant,Python3,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773137181,False
llama-3.3-70b-versatile,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773137400,False
llama-3.3-70b-versatile,Java,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773137603,False
llama-3.3-70b-versatile,Python3,split-array-into-consecutive-subsequences,659,actual_correct,invalid,False,Runtime Error,False,,,1773137829,False
llama3-70b-8192,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773138002,False
llama3-70b-8192,Java,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773138217,False
llama3-70b-8192,Python3,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773138415,False
llama3-8b-8192,C++,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773138616,False
llama3-8b-8192,Java,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773138814,False
llama3-8b-8192,Python3,split-array-into-consecutive-subsequences,659,actual_correct,invalid,False,Runtime Error,False,,,1773138990,False
meta-llama_llama-4-maverick-17b-128e-instruct,C++,split-array-into-consecutive-subsequences,659,plausible,actual_correct,False,Accepted,True,12,62.2,1773139214,False
meta-llama_llama-4-maverick-17b-128e-instruct,Java,split-array-into-consecutive-subsequences,659,plausible,actual_correct,False,Accepted,True,27,45.8,1773139403,False
meta-llama_llama-4-maverick-17b-128e-instruct,Python3,split-array-into-consecutive-subsequences,659,actual_correct,invalid,False,Runtime Error,False,,,1773139598,False
meta-llama_llama-4-scout-17b-16e-instruct,C++,split-array-into-consecutive-subsequences,659,actual_correct,actual_correct,True,Accepted,True,23,62.1,1773139833,False
meta-llama_llama-4-scout-17b-16e-instruct,Java,split-array-into-consecutive-subsequences,659,actual_correct,actual_correct,True,Accepted,True,27,45.9,1773140035,False
meta-llama_llama-4-scout-17b-16e-instruct,Python3,split-array-into-consecutive-subsequences,659,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773140229,False
moonshotai_kimi-k2-instruct,C++,split-array-into-consecutive-subsequences,659,actual_correct,actual_correct,True,Accepted,True,26,62.1,1773140410,False
moonshotai_kimi-k2-instruct,Java,split-array-into-consecutive-subsequences,659,actual_correct,actual_correct,True,Accepted,True,27,46.1,1773140603,False
moonshotai_kimi-k2-instruct,Python3,split-array-into-consecutive-subsequences,659,plausible,actual_correct,False,Accepted,True,75,19.0,1773140770,False
qwen_qwen3-32b,Python3,split-array-into-consecutive-subsequences,659,plausible,invalid,False,Runtime Error,False,,,1773140979,False
allam-2-7b,C++,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773141180,False
allam-2-7b,Java,strange-printer,664,actual_correct,invalid,False,Compile Error,False,,,1773141359,False
allam-2-7b,Python3,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773141572,False
deepseek-r1-distill-llama-70b,C++,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773141756,False
deepseek-r1-distill-llama-70b,Python3,strange-printer,664,plausible,invalid,False,Runtime Error,False,,,1773141944,False
gemma2-9b-it,C++,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773142143,False
gemma2-9b-it,Java,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773142322,False
gemma2-9b-it,Python3,strange-printer,664,plausible,semantic_incorrect,False,Wrong Answer,False,,,1773142503,False
llama-3.1-8b-instant,C++,strange-printer,664,actual_correct,invalid,False,Compile Error,False,,,1773142711,False
llama-3.1-8b-instant,Java,strange-printer,664,plausible,semantic_incorrect,False,Wrong Answer,False,,,1773142912,False
llama-3.3-70b-versatile,C++,strange-printer,664,actual_correct,actual_correct,True,Accepted,True,15,12.3,1773143101,False
llama-3.3-70b-versatile,Java,strange-printer,664,plausible,actual_correct,False,Accepted,True,22,43.8,1773143279,False
llama-3.3-70b-versatile,Python3,strange-printer,664,actual_correct,invalid,False,Runtime Error,False,,,1773143453,False
llama3-70b-8192,C++,strange-printer,664,actual_correct,actual_correct,True,Accepted,True,23,12.2,1773143636,False
llama3-70b-8192,Java,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773143809,False
llama3-70b-8192,Python3,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773144018,False
llama3-8b-8192,C++,strange-printer,664,actual_correct,invalid,False,Compile Error,False,,,1773144188,False
llama3-8b-8192,Java,strange-printer,664,actual_correct,invalid,False,Runtime Error,False,,,1773144372,False
llama3-8b-8192,Python3,strange-printer,664,actual_correct,semantic_incorrect,False,Wrong Answer,False,,,1773144580,False
